346,A,Q,T
347,7,4,D
348,4,6,T
349,Q,9,D
350,J,10,D
351,Q,3,D
352,Q,J,D
353,A,8,T
354,9,J,T
355,5,K,T
356,9,6,D
357,9,3,D
358,7,8,T
359,3,4,T
360,8,6,D
361,Q,7,D
362,K,9,D
363,J,Q,T
364,J,5,D
365,2,A,D
366,3,5,T
367,4,9,T
368,K,8,D
369,A,2,T
370,Q,A,D
371,2,K,T
372,6,10,T
373,6,A,D
374,A,4,T
375,6,8,T
376,10,K,T
377,Q,5,D
378,K,8,D
379,4,J,T
380,7,7,D
381,6,J,T
382,2,J,T
383,6,7,T
384,8,9,T
385,8,Q,T
386,9,6,D
387,6,2,D
388,8,J,T
389,5,Q,T
390,7,2,D
391,9,7,D
392,6,J,T
393,K,8,D
394,Q,4,D
395,3,3,D
396,J,Q,T
397,Q,Q,D
398,Q,7,D
399,10,J,T
400,10,4,D
401,2,5,T
402,3,3,T
403,9,10,T
404,A,Q,T
405,K,3,D
406,7,A,D
407,9,A,D
408,4,5,T
409,8,J,T
410,A,2,T
411,5,3,D
412,9,5,D
413,10,K,T
414,8,6,D
415,A,J,T
416,5,A,D
417,9,7,D
418,A,3,T
419,2,8,T
420,7,7,D
421,8,5,D
422,3,3,SAME
423,2,8,T
424,5,2,D
425,J,5,D
426,A,A,T
427,10,Q,T
428,5,7,T
429,2,A,D
430,K,8,D
431,9,J,T
432,10,2,D
433,10,J,T
434,3,K,T
435,4,6,T
436,A,5,T
437,Q,7,D
438,8,7,D
439,2,4,T
440,A,A,T
441,J,2,D
442,10,6,D
443,6,A,D
444,2,10,T
445,10,3,D
446,6,A,D
447,9,2,D
448,K,Q,D
449,5,9,T
450,K,8,D
451,6,3,D
452,10,7,D
453,9,Q,T
454,10,9,D
455,6,2,D
456,8,3,D
457,9,8,D
458,5,A,D
459,9,3,D
460,K,J,D
461,8,Q,T
462,10,7,D
463,8,8,T
464,A,4,T
465,3,J,T
466,7,A,D
467,2,A,D
468,A,7,T
469,5,10,T
470,Q,A,D
471,2,7,T
472,4,3,D
473,9,K,T
474,4,8,T
475,4,2,D
476,A,7,T
477,2,8,T
478,3,7,T
479,A,Q,T
480,7,5,D
481,Q,K,T
482,6,9,T
483,A,8,T
484,A,K,T
485,Q,4,D
486,7,3,D
487,7,2,D
488,5,3,D
489,4,4,SAME
490,4,5,T
491,9,8,D
492,10,4,D
493,5,6,T
494,K,7,D
495,K,8,D
496,4,2,D
497,4,A,D
498,10,9,D
499,9,7,D
500,6,10,T
501,10,6,D
502,2,3,T
503,Q,K,T
504,J,A,D
505,7,6,D
